序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置
3422,臺中市北區,新興里,自由路二段與公園路口,120.684074,24.143637,台中公園,大湖里、錦平里、新北里、樂英里、新興里,2000,震災,張伸豪,22289111分機33920,否,是,是
3434,彰化縣和美鎮,地潭里,晉北路458號,120.516,24.147,地潭社區活動中心,地潭,60,"水災,土石流,海嘯",陳錦祥,7556126,否,否,否
3440,南投縣仁愛鄉,力行村,新望洋67號,121.189375,24.148371,力行國小,力行村新望洋部落,200,"水災,土石流,海嘯",卓洪興,2955078,是,否,否
3443,臺中市南屯區,三和里,南屯區三和里大墩十一街五一八號,120.6391,24.1489,惠智公園管理室1、2樓,三厝、三和,50,"水災,震災",朱俐菁,24738325,是,否,是
3444,臺中市南屯區,大業里,南屯區大業里大墩十一街六四號,120.6526,24.1489,大新活動中心3樓,溝墘、大業、惠中,150,"水災,震災",朱俐菁,24738325,是,否,是
3461,臺中市南屯區,黎明里,南屯區黎明里干城街150號,120.6296,24.1555,黎明里活動中心,黎明、三義,60,"水災,震災",朱俐菁,24738325,是,否,否
3463,臺中市西屯區,何成里,大墩十七街88號3樓,120.648109,24.1557,何南、何成里聯合活動中心,何成、何南,364,"水災,震災",田貴玉,423223355,是,否,否
3476,南投縣仁愛鄉,發祥村,仁盛路42號,121.176707,24.159312,紅葉國小,紅香部落,300,"水災,土石流,海嘯",陳順興,2955075,是,否,否
3479,彰化縣和美鎮,鐵山里,鎮東路190號,120.519,24.16,鐵山社區活動中心,鐵山,150,"水災,土石流,海嘯",楊漢卿,7560457,否,否,否
3483,臺中市西屯區,何安里,四川路120號3樓,120.653758,24.162332,何安里活動中心,何安,405,"水災,震災",何唐文鈴,423124675,是,否,否
3501,臺中市西屯區,何福里,河南路125號3樓,120.662291,24.169681,何福、何德里聯合活動中心,何福,380,"水災,震災",何淑玲,423120685,是,否,否
3504,臺中市西屯區,何源里,漢成街152號,120.665542,24.170797,何源里活動中心,何源,150,"水災,震災",彭琴安,423157705,是,否,否
3508,南投縣仁愛鄉,力行村,1鄰7號,121.196369,24.172426,基督長老教會,力行村新望洋部落,100,"水災,土石流,海嘯",吳文德,2955035,否,是,否
3509,南投縣仁愛鄉,力行村,3鄰62號,121.196369,24.172426,力行活動中心,力行村望洋部落,100,"水災,土石流,海嘯",廖英機,2955666,是,否,否
3517,臺中市北屯區,平和里,安順東五街13號,120.6826,24.1744,青少年活動中心,平福、平和、平陽、平福、平心、平德,206,"水災,震災,土石流",謝秋和,923155189,是,否,是
3519,臺中市西屯區,大福里,長安路二段158號,120.666744,24.174643,大福社區活動中心,大福,165,"水災,震災",錢重,422910825,是,否,否
3522,臺中市西屯區,福和里,中工三路199號2、3樓,120.618029,24.176043,福安地區各里聯合活動中心,福和、福中、福恩,290,"水災,震災",李鳳珍,423508889,是,否,是
3524,臺中市西屯區,鵬程里,逢大路65號,120.648648,24.176403,鵬程里活動中心,鵬程、逢福,95,"水災,震災",陳文聿,424523792,是,否,是
3540,臺中市西屯區,西安里,光明路160號,120.639943,24.181647,西安、西墩、至善里聯合活動中心,西安、西墩、西平,180,"水災,震災",張長瑞,427029768,是,否,否
3542,臺中市東勢區,慶福里,東關路4段1068號,120.840965,24.182864,臺中市東勢區慶福社區活動中心,慶福里,100,"水災,土石流",林金泉,25854978,是,否,否
3565,臺中市潭子區,頭家里,精忠新城101號,120.699067,24.197913,頭家里/頭家東里活動中心,頭家里、頭家東里,120,"水災,震災",黃聖明,25343219,否,否,否
3582,臺中市潭子區,甘蔗里,勝利路138號,120.700706,24.21106,潭子區運動公園,本區16里,2500,震災,朱正義,972674820,否,是,否
3587,臺中市潭子區,潭北里,潭子街三段公廳巷18號,120.7089,24.2141,潭北社區活動中心,潭北、潭秀,63,水災,林俊堂,25365074,是,否,是
3591,臺中市潭子區,新田里,豐興路二段412號,120.723225,24.214974,新田社區活動中心,新田、聚興,150,"水災,震災",林清炎,910435207,是,是,是
3599,臺中市沙鹿區,南勢里,南勢里南陽路458號,120.567801,24.217386,南勢社區活動中心,南勢里,50,"水災,震災,土石流,海嘯",王淑梅,921761539,是,否,是
3602,臺中市新社區,永源里,中和街一段8號,120.792343,24.218895,馬力埔社區活動中心,永源里,50,"水災,震災,土石流",徐理事長,926620597,是,否,否
3605,臺中市東勢區,下城里,城興街136號,120.836657,24.219995,臺中市東勢區下城社區活動中心,下城里,50,"水災,震災,土石流",劉威宗,25852877,是,否,否
3613,臺中市沙鹿區,北勢里,北勢里東晉路東明巷75號,120.571125,24.224819,北勢社區活動中心,北勢里,76,"水災,震災,土石流,海嘯",陳田清,963491572,是,否,否
3616,臺中市大雅區,雅楓里,神林南路146巷7號,120.656843,24.225474,停四雅楓停車場,"雅楓里,",190,"水災,震災",黃建銘,256633156#316,否,是,否
3685,臺中市豐原區,社皮里,豐原區中正路683號,120.7055,24.2497,陸軍第五地區支援指揮部豐原甲型聯,社皮里.西勢里,115,水災,張水源 黃朝政,425156702,是,否,否
3738,臺中市清水區,西社里,鰲峰路250號,120.563,24.2683,清水國中學生活動中心---培德樓,橋頭.南社.西社里,500,水災,陳?,26262042#201,是,否,是
3740,臺中市和平區,自由里,和平區自由里東崎路二段三叉巷8-31號,120.8913,24.2686,三叉坑社區活動中心,自由,130,"水災,震災",林美譽,917656122,是,否,否
3768,臺中市和平區,自由里,和平區自由里東崎路二段71-5號,120.9085,24.2907,雙崎社區活動中心,自由,110,"水災,震災",林相義,923389079,是,否,是
3776,苗栗縣卓蘭鎮,上新里,"水廠段912,913,916,917,919,920地號",120.8345,24.2991,上新社區籃槌球場,11里地震災害災民,100,震災,房月鳳,425897176,否,是,否
3777,苗栗縣卓蘭鎮,內灣里,內灣里120號,120.8495,24.2991,內灣國小操場,內灣里,200,震災,宋銘豐,425892094,否,是,否
3800,臺中市后里區,厚里里,九甲路一路259號,120.7157,24.3135,厚里社區活動中心,后里、厚里,150,"水災,震災,土石流,海嘯",張文傑,00-00000000,是,否,否
3809,臺中市后里區,公館里,三豐路5段352巷163號,120.7329,24.3329,公館社區活動中心,公館,150,"水災,震災,土石流,海嘯",陳運佐,932066387,是,否,否
3814,苗栗縣卓蘭鎮,景山里,5鄰88號,120.8763,24.3358,景山國小操場,景山里,100,震災,徐臻輝,425921221,否,是,否
3816,臺中市和平區,達觀里,東崎路1段桃山巷39之7號,120.9357,24.34,桃山社區活動中心,達觀里,60,"水災,震災,土石流,海嘯",陳政治,陳政治,是,否,是
3819,苗栗縣卓蘭鎮,坪林里,雙連16-1號,120.8419,24.3449,雙連國小操場,坪林里雙連社區,100,震災,沈羿成,425892794,否,是,否
3823,苗栗縣泰安鄉,梅園村,6鄰36號,120.9304,24.3479,梅園村活動中心,梅園村,100,"水災,震災,土石流",葉湖雄村長,919531713,是,否,是
3829,苗栗縣卓蘭鎮,豐田里,3鄰36號,120.8577,24.3517,豐田國小操場,豐田里,200,震災,萬芷妘,425892164,否,是,否
3830,苗栗縣卓蘭鎮,坪林里,7鄰86-2號,120.8653,24.3526,坪林國小操場,坪林里,200,震災,邱國禎,425921334,否,是,是
3834,苗栗縣泰安鄉,士林村,5鄰26號,120.947,24.3605,士林國小,士林村,150,"水災,震災,土石流",徐正明村長,934135440,是,否,是
3835,苗栗縣泰安鄉,象鼻村,1鄰7號,120.94702,24.360527,象鼻村活動中心,象鼻村,160,"水災,震災,土石流",尤幹.尤給村長,977109996,是,否,是
3849,苗栗縣泰安鄉,梅園村,6鄰36號,120.96991,24.395274,梅園村活動中心戶外廣場,梅園村,100,"水災,震災,土石流",葉湖雄村長,919531713,否,是,否
3951,苗栗縣南庄鄉,蓬萊村,19鄰紅毛館118號,120.970819,24.542802,蓬萊國小室內,蓬萊村,40,"水災,土石流,海嘯",林恩惠,37823385,是,否,是
3957,苗栗縣苗栗市,高苗里,22鄰松園1號,120.811818,24.549403,高苗里活動中心,高苗里、大同里,300,"水災,震災",朱毅君,922061077,是,否,是
4007,苗栗縣南庄鄉,南江村,22鄰55-1號,121.0001,24.5943,南江村社區活動中心,南江村,50,"水災,土石流",張滿福,37825289,是,否,是
4015,苗栗縣南庄鄉,東村,大同路1-1號,121.0009,24.5969,東村社區第二活動中心,東村,60,"水災,土石流",黃萬祥,932527982,是,否,是
4069,宜蘭縣冬山鄉,安平村,安平路23號,121.7893,24.6346,安平社區活動中心,安平村,52,"水災,震災",陳文德,922530221,是,否,否
4078,宜蘭縣冬山鄉,珍珠村,富農路1段383巷50號,121.7942,24.6434,珍珠社區活動中心,珍珠村,54,"水災,震災",林坤煌,39581118,是,否,是
4101,苗栗縣三灣鄉,三灣村,中山路49號,120.955046,24.655737,三灣國小室內活動中心,三灣村及頂寮村,200,"水災,土石流,海嘯",葉維寬校長,932527525,是,否,是
4145,宜蘭縣羅東鎮,大新里,中正路128號2樓,121.7714,24.676,大新社區活動中心,大新里,54,"水災,震災,海嘯",郭月嬌,9543906,是,否,是
4163,宜蘭縣羅東鎮,樹林里,文林路130號,121.7614,24.6833,第五公園管理站樹林社區活動中心,樹林里,146,震災,黃再興,9540605,是,否,是
4185,苗栗縣竹南鎮,新南里,五谷街2號,120.884878,24.688226,新南國小-操場,新南里、照南里,500,震災,李文章,613843#101,否,是,是
4241,宜蘭縣員山鄉,中華村,員山路三段256號,121.652657,24.71129,內城國民中小學化育分校,中華村,180,"水災,震災,土石流,海嘯",林東宏,9231103,否,否,否
4255,新竹市香山區,中隘里,新竹市南隘路二段31號,120.929301,24.727235,南隘國小,中隘、南隘,465,"水災,震災",李戎峴總務主任,5371405-13,否,否,否
4283,新竹市香山區,大湖里,新竹市五福路一段12號,120.911092,24.741924,內湖國中,內湖、大湖、鹽水 南港,1110,"水災,震災",葉慧娟 總務主任,5373484#27,否,否,否
4284,新竹市香山區,內湖里,新竹市香山區內湖路109號,120.90696,24.74193,內湖國小,內湖、鹽水、海山、南港,1330,"水災,震災",周若渟 總務主任,O：5373184-130,否,否,否
4287,宜蘭縣壯圍鄉,吉祥村,壯圍鄉吉祥村壯五路63號,121.789598,24.744488,壯五活動中心,吉祥,163,"水災,震災,海嘯",王建發,975675928,是,否,是
4288,宜蘭縣員山鄉,員山村,文化路156號,121.722886,24.745244,老人文康中心,員山村.尚德村,28,"水災,震災,土石流,海嘯",朱進郎,9231991分機401,是,否,是
4290,新竹市香山區,大湖里,新竹市香山區大湖里五福路一段530號,120.933483,24.745728,大湖國小,茄苳、大湖、海山、內湖,205,"水災,震災",黃建財總務主任,5374609-11,否,否,否
4291,宜蘭縣員山鄉,湖東村,茄苳路68-2號,121.708869,24.746017,湖東社區活動中心,湖東村.湖北村,13,"水災,震災,土石流,海嘯",陳朝松,9223998,是,否,是
4295,宜蘭縣員山鄉,湖西村,隘界路131號,121.68547,24.748286,雙湖社區活動中心,湖西村.湖北村,78,"水災,震災,土石流,海嘯",游錦淡,9222491,是,否,是
4300,宜蘭縣員山鄉,永和村,溫泉路62-1號,121.711078,24.749471,永和社區活動中心,永和村.頭分村,96,"水災,震災,土石流,海嘯",阮俊義,39226129,是,否,是
4314,新竹市香山區,茄苳里,新竹市香山區茄苳里茄苳路70號,120.944631,24.755627,茄冬國小,茄苳、東香,1060,"水災,震災",黃文玲總務主任,O：5373543-12,否,否,否
4331,新竹市香山區,朝山里,新竹市富禮街16號,120.912421,24.764361,富禮國中,海山、朝山,1645,"水災,震災",倪大智總務主任,O：5374793-609,否,否,否
4332,宜蘭縣宜蘭市,新生里,大福路1段243號,121.7642,24.7646,新生社區活動中心,新生里,35,"水災,震災,海嘯",黃正來,910096762,是,否,否
4335,宜蘭縣壯圍鄉,忠孝村,壯圍鄉忠孝村順和路47-4號,121.799791,24.764974,順和活動中心,忠孝村,66,"水災,震災,海嘯",李炳賢,937461598,是,否,是
4337,新竹市香山區,美山里,新竹市中華路五段648巷126號,120.913409,24.765725,朝山國小,朝山、海山,1460,"水災,震災",吳似倩總務主任,5374304#213,否,否,否
4359,新竹市東區,科園里,新竹市介壽路300號,121.015882,24.777965,新竹實驗中學,科園、金山、仙水,3375,"水災,震災",柯同洲 總務處代理主任,5777011#251,否,否,否
4362,新竹市東區,關東里,新竹市光復路一段89巷88號,121.023052,24.780004,新科國中,關東、金山,850,"水災,震災",陳睿麒生教組長,6686387-6123,否,否,否
4365,新竹縣芎林鄉,水坑村,4鄰文華街183巷,121.098,24.7817,水坑社區活動中心,水坑村,20,"水災,震災,土石流,海嘯",宋協展,5921333,是,否,是
4368,新竹市東區,新莊里,新竹市關東路53號,121.022153,24.783923,關東國小,新莊 關東,1360,"水災,震災",李佳穎總務主任,O：5775645,否,否,否
4370,新竹市香山區,香山里,新竹市元培街124號,120.929526,24.785082,香山高中,香山、香村 牛埔 大庄 美山,3365,"水災,震災",林明正主任,5384332#401,否,否,否
4371,新竹市東區,科園里,新竹市大學路1001號,120.997073,24.785604,交通大學,光明、科園、仙宮,4610,"水災,震災",任芬頤行政專員,5712121#51914,否,否,否
4376,新竹縣芎林鄉,上山村,文山路989號,121.0687,24.7875,新竹縣農會,文林村,80,"水災,土石流,海嘯",溫碧誠,5921018-12,是,否,是
4377,新竹市香山區,大庄里,新竹市香山里大庄路48號,120.927189,24.789125,大庄國小,大庄、美山、香山、樹下、浸水 牛埔,1510,"水災,震災",陳建鑫學務主任,5384035,否,否,否
4378,新竹縣關西鎮,東安里,10鄰中山東路2號,121.1861,24.7898,關西高中,東山、仁安、東安,1170,"水災,震災,土石流",王年亮,5872049,是,是,是
4380,新竹市東區,新光里,新竹市明湖路200號,120.967491,24.790196,陽光國小,新光 光鎮 湖濱,1745,"水災,震災",田又方總務主任,910770087,否,否,否
4381,新竹縣關西鎮,東安里,中山東路40號,121.1839,24.7903,東安國小,東安里南山里〈土石流〉東山里〈土石流〉南新里〈土石流〉,585,"水災,震災,土石流",楊昱光,5872177,是,是,是
4382,新竹市東區,龍山里,新竹市東區光復路一段574號,121.006933,24.790362,龍山國小,龍山、埔頂,2015,"水災,震災",廖妙柔 學務主任,5774287-712,否,否,否
4383,新竹市北區,曲溪里,新竹市北區曲溪里崧嶺路128巷38號,120.951558,24.79067,成德高中,曲溪,3710,"水災,震災",黃國棟總務主任,5258748#501,否,否,否
4385,新竹市東區,高峰里,新竹市學府路2號,120.976649,24.792771,建華國中,高峰,3400,"水災,震災",陳文和總務主任,O：5238075-130,否,否,否
4386,新竹市東區,新光里,新竹市南大路521號,120.964058,24.792904,新竹教育大學,振興 新興 寺前 新光,3160,,黃寶雲組員,52131323-5302,否,否,否
4387,新竹市東區,南大里,新竹市學府路4號,120.978043,24.794134,培英國中,建華 東山 頂竹 南大,3465,"水災,震災",蔡之浩主任,5721301,否,否,否
4388,新竹市東區,光明里,新竹市光復路101號,120.991267,24.794199,清華大學,光明,2870,"水災,震災",鍾立身小隊長,35714769,否,否,否
4389,新竹市東區,建華里,新竹市學府路36號,120.981495,24.795254,新竹高中,建華 東山 仙宮 頂竹,3835,"水災,震災",邱秀枝幹事,O：5736666-302,否,否,否
4390,新竹市東區,綠水里,新竹市學府路128號,120.984561,24.79558,新竹高商,綠水,4560,"水災,震災",張育甄主任教官,5722150,否,否,否
4391,新竹市東區,竹蓮里,新竹市興學街106號,120.966471,24.796326,新竹國小,關帝 南市 福德 振興 新興 寺前 竹蓮 南大,1815,"水災,震災",鄭秀燕總務主任,5711125-107,否,否,否
4393,新竹市香山區,頂埔里,新竹市頂埔路23號,120.95023,24.796972,頂埔國小,頂埔、頂福、東香 中埔,1060,"水災,震災",郭美玉事務組長,O：5386204-33,否,否,否
4394,新竹市東區,建功里,新竹市建功二路17號,121.001296,24.797422,建功高中,立功 建功 埔頂,2695,"水災,震災",施秉宏總務主任,5745892300,否,否,否
4395,新竹市東區,光復里,新竹市光復路二段153號,120.994016,24.79763,光復中學,光復 豐功 武功 軍功 建功 光明,3790,"水災,震災",夏偉倫事務組長,5753515,否,否,否
4396,宜蘭縣礁溪鄉,玉田村,礁溪鄉玉田村玉龍路一段479巷6號,121.7856,24.7979,玉田活動中心,備用收容所,59,"水災,震災",游新爐,939751691,是,否,是
4399,新竹市北區,中央里,新竹市四維路47號,120.960921,24.79934,新竹教育大學附設實驗小學,育英、興南、石坊、中央 西雅 崇禮 台溪 曲溪,1895,"水災,震災",蔡佳臻總務主任,5282420#301,否,否,否
4401,新竹市東區,千甲里,新竹市建功1路104巷22號,120.998724,24.800239,建功國小,千甲 豐功 武功 軍功,1695,,謝玉姿總務主任,5713447#804,否,否,否
4402,新竹縣關西鎮,上林里,11鄰坪林11號,121.1402,24.801,坪林國小,上林里、新力里,435,"水災,土石流",陳志強,5869310,是,是,是
4403,新竹市北區,中央里,新竹市北大路450號,120.959338,24.802744,西門國小,西門、仁德、潛園、西雅、崇禮 育英 興南 客雅民富 中央 石坊,1830,"水災,震災",楊智蛟總務主任,5222492分機2040,否,否,否
4405,新竹市香山區,虎林里,新竹市延平路二段78號,120.940899,24.805193,虎林國小,虎林、大鵬、虎山 中埔,1645,"水災,震災",何兆軒總務主任,5381820-805,否,否,否
